StudentID,FirstName,LastName,Gender,DateOfBirth
2500619,Nhan,Nguyen,Male,2006-06-25
2500620,Huong,Bui,Male,2007-01-13
2500621,Quang,Nguyen,Female,2007-09-28
2500622,Huy,Hoang,Female,2007-01-23
2500623,Nhuan,Nguyen,Male,2007-11-16
2500624,Thien,Le,Female,2007-11-04
2500625,Bach,Do,Female,2007-07-25
2500626,Tien,Dang,Male,2006-05-12
2500627,Minh,Pham,Female,2006-10-01
2500628,Cuong,Do,Female,2006-06-13
2500629,Mai,Dang,Female,2007-09-26
2500630,Le,Nguyen,Male,2007-03-22
2500631,Chau,Le,Female,2006-04-17
2500632,Quyen,Ngo,Male,2007-07-30
2500633,Manh,Pham,Female,2007-09-02
2500634,Y,Ly,Male,2007-11-29
2500635,Quang,Hoang,Male,2007-08-11
2500636,Tuyet,Ngo,Male,2007-04-18
2500637,Hoai,Nguyen,Male,2007-12-02
2500638,Nhuy,Hoang,Female,2007-06-14
2500639,Dan,Dang,Female,2006-11-15
2500640,Ngan,Pham,Female,2006-09-07
2500641,Tri,Duong,Female,2006-08-05
2500642,Van,Tran,Female,2007-08-28
2500643,Nhuy,Nguyen,Female,2006-12-26
2500644,Ninh,Tran,Female,2006-09-11
2500645,Lien,Do,Male,2006-04-25
2500646,Khoa,Hoang,Female,2007-12-15
2500647,Thuy,Duong,Male,2007-03-14
2500648,Phat,Tran,Female,2006-01-22
2500649,Nghia,Ly,Male,2006-06-06
2500650,Quynh,Ly,Female,2006-04-02
2500651,Tam,Pham,Female,2006-12-04
2500652,Ai,Hoang,Male,2007-10-09
2500653,Quang,Vo,Male,2006-10-03
2500654,Cong,Do,Female,2007-04-21
2500655,Nghi,Nguyen,Male,2006-12-11
2500656,Hoa,Dang,Male,2007-12-03
2500657,Thanh,Ngo,Female,2006-07-29
2500658,Bao Chau,Bui,Male,2006-02-16
2500659,Huy,Duong,Male,2007-02-05
2500660,Binh,Tran,Male,2007-04-30
2500661,Long,Ngo,Female,2007-02-27
2500662,Sang,Nguyen,Male,2006-12-25
2500663,Nhat,Tran,Male,2006-11-24
2500664,Hanh,Bui,Female,2006-03-22
2500665,Dan,Duong,Male,2007-03-11
2500666,Tay,Dang,Male,2006-04-20
2500667,Sy,Ly,Female,2007-08-12
2500668,Tin,Hoang,Male,2007-01-07
2500669,My,Nguyen,Male,2007-02-08
2500670,Hong,Nguyen,Female,2007-02-23
2500671,Vinh,Hoang,Male,2007-03-02
2500672,Tuan,Nguyen,Female,2006-12-04
2500673,Ninh,Vo,Female,2007-04-19
2500674,Ha,Duong,Female,2006-12-14
2500675,Binh,Le,Male,2007-01-20
2500676,Bach,Ly,Female,2006-11-03
2500677,Nhat,Ly,Male,2006-09-07
2500678,Nghi,Do,Female,2007-12-17
2500679,Ngoc,Duong,Male,2007-12-15
2500680,Bach,Nguyen,Female,2007-11-04
2500681,Tam,Ngo,Male,2007-06-03
2500682,Trinh,Vo,Female,2007-11-28
2500683,Thuc,Hoang,Male,2007-04-30
2500684,My,Tran,Male,2007-12-17
2500685,Lan,Nguyen,Female,2006-08-29
2500686,Tan,Pham,Male,2007-06-22
2500687,Son,Nguyen,Male,2007-05-15
2500688,Nhat,Vo,Male,2007-10-08
2500689,Nhi,Hoang,Female,2006-05-19
2500690,Phi,Do,Male,2006-01-20
2500691,Loan,Hoang,Female,2006-01-20
2500692,Hao,Dang,Male,2006-06-28
2500693,Ninh,Le,Female,2007-01-08
2500694,Thanh,Ly,Male,2006-12-16
2500695,Nu,Ly,Female,2006-08-29
2500696,Phi,Ly,Male,2007-04-12
2500697,Huy,Ly,Male,2007-02-03
2500698,Nhuy,Dang,Female,2006-12-26
2500699,Nhi,Hoang,Male,2007-03-18
2500700,Thinh,Duong,Male,2006-06-10
2500701,Son,Tran,Female,2006-05-20
2500702,Trinh,Ly,Male,2006-03-24
2500703,Viet,Duong,Female,2007-11-04
2500704,Nu,Tran,Male,2006-05-18
2500705,Tay,Nguyen,Female,2007-01-18
2500706,Nhuy,Duong,Male,2007-01-18
2500707,Ha,Tran,Male,2007-08-05
2500708,Phi,Le,Female,2007-02-21
2500709,Lan,Dang,Male,2007-07-29
2500710,Tuyet,Ly,Male,2006-04-27
2500711,Hoai,Tran,Female,2006-08-11
2500712,Le,Dang,Female,2007-08-08
2500713,Nhat,Dang,Female,2006-07-27
2500714,Phat,Ly,Male,2006-07-25
2500715,Ha,Ly,Female,2006-12-31
2500716,Quan,Ly,Male,2006-04-27
2500717,Tay,Nguyen,Female,2007-02-26
2500718,Lan,Pham,Male,2007-10-02
2500719,Lam,Pham,Female,2006-10-20
2500720,Hieu,Hoang,Female,2007-01-04
2500721,Phi,Nguyen,Male,2006-09-02
2500722,Vy,Pham,Male,2006-05-02
2500723,Chi,Pham,Male,2007-05-05
2500724,Truc,Ly,Male,2006-01-24
2500725,Kim,Dang,Female,2007-10-10
2500726,Ninh,Ngo,Female,2006-09-16
2500727,Bao,Hoang,Female,2007-02-17
2500728,Nhu,Pham,Female,2007-03-08
2500729,Ngan,Ly,Female,2006-06-11
2500730,Ynh,Pham,Female,2006-08-16
2500731,Ngan,Ly,Male,2006-05-20
2500732,Nhu,Pham,Male,2007-04-05
2500733,Oanh,Hoang,Female,2007-01-05
2500734,Quang,Nguyen,Male,2007-02-14
2500735,Phuc,Ly,Female,2006-10-10
2500736,Dao,Ly,Male,2007-02-26
2500737,Nu,Do,Male,2006-03-08
2500738,Son,Dang,Male,2006-02-28
2500739,Tin,Hoang,Male,2006-04-19
2500740,Nhi,Nguyen,Male,2006-03-02
2500741,Luan,Hoang,Male,2006-08-26
2500742,Quyen,Hoang,Female,2006-06-12
2500743,Hung,Nguyen,Female,2007-10-20
2500744,Ly,Nguyen,Male,2007-05-16
2500745,Thuc,Pham,Female,2006-02-04
2500746,Nhat,Ly,Male,2006-04-28
2500747,Tuyet,Dang,Female,2007-09-29
2500748,Vi,Tran,Male,2006-12-08
2500749,Tay,Nguyen,Male,2007-01-18
2500750,Cam,Dang,Female,2007-10-03
2500751,Thuan,Nguyen,Female,2006-12-31
2500752,Phung,Ngo,Male,2006-01-16
2500753,Dat,Vo,Male,2006-06-07
2500754,Phat,Duong,Male,2006-08-02
2500755,Thuan,Dang,Female,2006-09-06
2500756,Dung,Vo,Female,2007-09-02
2500757,Chi,Duong,Female,2007-03-19
2500758,Nam,Ngo,Male,2007-09-25
2500759,Ly,Le,Male,2006-07-14
2500760,Kien,Ly,Female,2007-10-05
2500761,Hai,Dang,Female,2006-05-25
2500762,Cuong,Nguyen,Male,2006-04-04
2500763,Thinh,Hoang,Male,2007-11-09
2500764,Vi,Tran,Female,2007-09-08
2500765,Lam,Bui,Male,2007-09-23
2500766,Quynh,Hoang,Female,2006-11-14
2500767,Tri,Bui,Male,2006-04-05
2500768,Cong,Tran,Female,2007-12-21
2500769,Khanh,Do,Male,2007-12-02
2500770,Ha,Hoang,Male,2007-11-10
2500771,Phong,Dang,Male,2006-06-10
2500772,Tay,Le,Female,2006-02-05
2500773,Xuan,Duong,Male,2006-12-14
2500774,Tuyet,Duong,Female,2006-03-09
2500775,Cong,Nguyen,Female,2007-08-18
2500776,Phi,Ly,Male,2006-06-30
2500777,Ngoc,Tran,Male,2007-08-09
2500778,Sang,Pham,Male,2007-04-20
2500779,Chi,Vo,Female,2006-12-02
2500780,Phat,Do,Male,2007-08-27
2500781,Hai,Tran,Female,2006-04-07
2500782,Nhan,Do,Female,2006-09-24
2500783,Long,Nguyen,Male,2007-11-24
2500784,Giang,Le,Female,2006-12-06
2500785,Vy,Duong,Female,2007-04-02
2500786,Cong,Bui,Female,2007-04-22
2500787,Sy,Vo,Male,2007-07-11
2500788,Manh,Ngo,Female,2006-05-21
2500789,Diem,Ngo,Male,2006-08-15
2500790,Nu,Le,Male,2007-05-15
2500791,Ngan,Hoang,Female,2007-02-19
2500792,Hung,Nguyen,Female,2007-01-01
2500793,Oanh,Le,Male,2006-09-02
2500794,Lan,Le,Female,2006-06-25
2500795,An,Nguyen,Female,2007-07-29
2500796,Trinh,Ngo,Female,2007-02-26
2500797,Lam,Duong,Male,2006-09-23
2500798,Duong,Vo,Female,2007-08-11
2500799,Thien,Vo,Female,2007-01-14
2500800,Nghia,Ly,Male,2007-10-05
2500801,Duong,Ly,Female,2007-08-11
2500802,Ngan,Do,Male,2007-07-10
2500803,Dat,Ly,Male,2006-09-10
2500804,Nhi,Do,Male,2006-10-24
2500805,Son,Dang,Female,2006-01-29
2500806,Chi,Dang,Male,2006-02-16
2500807,Uyen,Nguyen,Male,2007-08-22
2500808,Diep,Pham,Female,2007-07-05
2500809,Quoc,Ngo,Male,2006-12-20
2500810,Thai,Vo,Female,2007-07-03
2500811,Luan,Ly,Female,2006-10-17
2500812,Khang,Ly,Male,2007-11-30
2500813,Nhuy,Bui,Male,2006-02-04
2500814,Tay,Bui,Male,2006-07-09
2500815,Thong,Ly,Female,2006-07-04
2500816,Cam,Vo,Female,2007-07-28
2500817,Thao,Vo,Female,2007-05-27
2500818,Vi,Bui,Male,2006-08-26
2500819,Nghi,Do,Male,2007-12-29
2500820,Thinh,Duong,Female,2007-12-26
2500821,Nhat,Ly,Female,2007-01-30
2500822,Nhi,Hoang,Female,2007-01-03
2500823,Ngoc,Tran,Male,2006-10-16
2500824,Le,Le,Female,2006-10-26
2500825,Kim,Do,Female,2007-10-04
2500826,Quynh,Bui,Male,2006-12-29
2500827,Phuc,Nguyen,Female,2007-03-29
2500828,Tri,Ly,Male,2007-09-26
2500829,Vi,Dang,Male,2006-05-07
2500830,Cuong,Pham,Male,2007-09-17
2500831,Sang,Hoang,Female,2006-03-22
2500832,Khoa,Pham,Male,2006-11-09
2500833,Le,Nguyen,Male,2006-07-25
2500834,Nam,Duong,Female,2007-06-12
2500835,Thu,Tran,Female,2007-01-28
2500836,Ngoc,Pham,Female,2006-02-16
2500837,Quan,Le,Female,2007-11-22
2500838,Giang,Dang,Female,2007-01-26
2500839,Vi,Pham,Female,2007-05-11
2500840,Phat,Bui,Female,2007-10-04
2500841,Bach,Tran,Male,2006-04-08
2500842,Xuan,Pham,Female,2006-07-23
2500843,Dinh,Ly,Female,2006-04-29
2500844,Luan,Nguyen,Male,2007-12-22
2500845,Quynh,Nguyen,Female,2006-09-15
2500846,Nhi,Ngo,Female,2006-01-06
2500847,Truc,Bui,Male,2006-12-18
2500848,Dung,Do,Male,2006-08-07
2500849,Thuy,Tran,Male,2006-04-29
2500850,Thai,Do,Female,2006-02-18
2500851,Son,Hoang,Female,2006-04-06
2500852,Kien,Ly,Female,2006-10-26
2500853,Linh,Vo,Male,2006-03-11
2500854,Tung,Duong,Male,2007-10-12
2500855,Dat,Ly,Male,2007-01-06
2500856,Nam,Bui,Female,2007-08-14
2500857,Le,Do,Male,2007-06-07
2500858,Lan,Hoang,Male,2006-10-01
2500859,Tri,Do,Female,2006-09-17
2500860,Quang,Hoang,Female,2007-07-01
2500861,Ha,Bui,Female,2007-09-13
2500862,Cam,Bui,Female,2006-04-06
2500863,Quang,Nguyen,Female,2007-09-02
2500864,Trang,Le,Female,2007-04-25
2500865,Nhat,Do,Male,2007-05-16
2500866,Bao Ngoc,Le,Male,2007-05-10
2500867,Loan,Hoang,Female,2006-11-06
2500868,Nhi,Ly,Female,2007-11-04
2500869,Khiet,Do,Female,2006-07-13
2500870,Tam,Vo,Female,2007-09-18
2500871,Hai,Nguyen,Male,2007-05-06
2500872,Tan,Vo,Female,2006-07-15
2500873,Giang,Le,Female,2006-01-05
2500874,Dinh,Duong,Male,2007-06-19
2500875,Ly,Duong,Female,2007-05-26
2500876,Chau,Hoang,Female,2007-01-10
2500877,Cong,Nguyen,Female,2007-12-14
2500878,Van,Hoang,Male,2006-07-16
2500879,Nhuan,Do,Male,2006-08-25
2500880,Trang,Duong,Female,2006-02-20
2500881,Nhan,Dang,Female,2007-10-22
2500882,Ngoc,Pham,Male,2007-06-16
2500883,Giang,Vo,Male,2007-04-06
2500884,Ynh,Duong,Female,2006-02-04
2500885,Viet,Tran,Male,2006-12-20
2500886,Loan,Ngo,Female,2006-10-27
2500887,Anh,Do,Female,2007-08-08
2500888,Vy,Duong,Female,2006-10-05
2500889,Giang,Ngo,Female,2007-06-19
2500890,Son,Le,Male,2006-12-01
2500891,Phuc,Nguyen,Male,2007-01-25
2500892,Phuong,Tran,Female,2007-04-24
2500893,Khang,Le,Female,2006-11-25
2500894,Chi,Hoang,Female,2007-12-20
2500895,Nghi,Ngo,Female,2007-07-15
2500896,Manh,Vo,Female,2007-09-29
2500897,Nghia,Hoang,Male,2006-06-12
2500898,Quyen,Ly,Male,2007-03-07
2500899,Tin,Ngo,Female,2006-12-15
2500900,Sang,Tran,Male,2007-01-01
2500901,Phuc,Ly,Female,2007-01-14
2500902,Sang,Ly,Female,2007-09-11
2500903,Hoa,Do,Female,2007-06-08
2500904,Phuc,Vo,Male,2007-07-26
2500905,Sang,Vo,Male,2006-09-24
2500906,Dat,Tran,Male,2006-07-02
2500907,Thinh,Dang,Male,2007-05-08
2500908,Dinh,Nguyen,Male,2006-01-31
2500909,Hai,Hoang,Male,2007-05-28
2500910,Thuc,Le,Male,2006-10-14
2500911,Khanh,Pham,Male,2007-09-17
2500912,Phung,Le,Male,2007-11-06
2500913,An,Duong,Female,2007-08-31
2500914,Ngoc,Bui,Male,2007-03-16
2500915,Huy,Ly,Male,2006-03-04
2500916,Khiet,Dang,Male,2006-04-19
2500917,Ninh,Nguyen,Male,2007-05-18
2500918,Le,Ngo,Female,2007-09-23
2500919,Phung,Bui,Male,2006-04-15
2500920,Kim,Dang,Female,2007-09-27
2500921,Thuan,Le,Female,2007-07-08
2500922,Quoc,Vo,Female,2006-03-05
2500923,Chi,Vo,Female,2006-12-04
2500924,Le,Duong,Female,2007-09-09
2500925,Bao Chau,Duong,Female,2007-03-02
2500926,Hung,Le,Male,2007-04-25
2500927,Ai,Dang,Female,2006-09-13
2500928,Hung,Pham,Male,2006-11-11
2500929,Nhat,Tran,Male,2007-06-06
2500930,Dung,Hoang,Male,2006-09-21
2500931,Dinh,Hoang,Female,2006-01-16
2500932,Quoc,Bui,Male,2007-05-21
2500933,Le,Dang,Male,2007-11-07
2500934,Yen,Do,Female,2007-10-14
2500935,Binh,Pham,Male,2007-01-05
2500936,Vi,Hoang,Male,2007-02-14
2500937,Hai,Ngo,Male,2007-10-16
2500938,Dinh,Nguyen,Male,2006-06-14
2500939,Cam,Ly,Female,2006-05-15
2500940,Trung,Ngo,Male,2007-03-06
2500941,Sang,Ngo,Male,2006-10-20
2500942,Xuan,Duong,Female,2007-06-15
2500943,Y,Ly,Male,2007-06-21
2500944,Bao Chau,Bui,Female,2006-10-03
2500945,Thuan,Le,Female,2006-05-11
2500946,Toan,Dang,Male,2006-12-06
2500947,Cuong,Dang,Female,2006-01-03
2500948,Tuan,Ly,Female,2007-03-06
2500949,Nam,Vo,Female,2006-12-04
2500950,Cong,Vo,Male,2007-08-14
2500951,Nhat,Do,Male,2007-10-14
2500952,Lam,Vo,Female,2006-05-28
2500953,Le,Vo,Female,2006-02-01
2500954,Hong,Ngo,Male,2007-10-10
2500955,Hai,Dang,Male,2007-12-08
2500956,Uyen,Ly,Male,2006-01-17
2500957,Thien,Ngo,Male,2006-09-28
2500958,Thuan,Bui,Female,2007-10-20
2500959,Trang,Le,Female,2006-08-08
2500960,Bach,Bui,Male,2006-12-27
2500961,Mai,Do,Male,2006-09-14
2500962,Tan,Duong,Female,2007-02-14
2500963,Giang,Ly,Male,2006-07-15
2500964,Nghi,Duong,Male,2007-12-13
2500965,Ngoc,Pham,Male,2006-12-31
2500966,Thanh,Tran,Male,2006-03-01
2500967,Quyen,Hoang,Male,2007-07-22
2500968,Diem,Ly,Male,2007-01-15
2500969,Thu,Duong,Male,2007-08-19
2500970,Khang,Tran,Male,2007-01-21
2500971,Ha,Vo,Female,2007-03-18
2500972,Thinh,Bui,Male,2007-04-30
2500973,Hieu,Vo,Female,2007-10-06
2500974,Kim,Ly,Female,2007-12-03
2500975,Dan,Ly,Male,2007-01-08
2500976,Phung,Do,Female,2007-12-01
2500977,Tung,Bui,Female,2007-04-08
2500978,Giang,Pham,Male,2006-04-22
2500979,Duong,Bui,Male,2007-03-15
2500980,Thu,Hoang,Female,2006-12-04
2500981,Thuc,Do,Female,2006-04-12
2500982,Linh,Bui,Female,2007-06-09
2500983,Luan,Ly,Female,2006-03-30
2500984,Bao,Pham,Male,2006-07-23
2500985,Minh,Hoang,Female,2007-04-24
2500986,Linh,Nguyen,Male,2006-02-19
2500987,Mai,Ngo,Male,2007-10-16
2500988,Tin,Vo,Female,2006-02-16
2500989,Minh,Ly,Female,2007-06-17
2500990,Diem,Nguyen,Male,2007-07-21
2500991,Kim,Pham,Female,2006-01-08
2500992,Loc,Duong,Male,2007-04-01
2500993,Quynh,Ly,Female,2006-11-27
2500994,Cong,Dang,Male,2006-10-12
2500995,Nhan,Pham,Male,2007-01-14
2500996,Phu,Do,Female,2006-04-17
2500997,Long,Vo,Female,2007-11-04
2500998,Bao,Le,Male,2007-10-15
2500999,Phu,Duong,Male,2006-12-24
2501000,Thinh,Le,Male,2007-04-17
